"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
Libya,"173,089",+625,"2,919 ",+11,"158,352",+694,"11,818",,"24,920",420,"935,070","134,625","6,945,719 ",2021-04-20
Uruguay,"167,033",,"1,971 ",,"136,304",,"28,758",519,"47,952",566,"1,641,855","471,343","3,483,355 ",2021-04-20
Bahrain,"165,118",,600 ,,"153,671",,"10,847",95,"94,446",343,"3,918,378","2,241,282","1,748,275 ",2021-04-20
Nigeria,"164,303",,"2,061 ",,"154,384",,"7,858",11,782,10,"1,870,915","8,901","210,190,745 ",2021-04-20
Kenya,"151,894",,"2,501 ",,"102,278",,"47,115",250,"2,776",46,"1,605,847","29,351","54,711,533 ",2021-04-20
North Macedonia,"147,229",,"4,478 ",,"123,710",,"19,041",124,"70,671","2,149","692,096","332,210","2,083,306 ",2021-04-20
Myanmar,"142,644",,"3,206 ",,"131,903",,"7,535",,"2,608",59,"2,559,883","46,798","54,701,099 ",2021-04-20
Albania,"129,694",,"2,347 ",,"102,171",,"25,176",18,"45,107",816,"605,277","210,511","2,875,281 ",2021-04-20
Algeria,"119,805",,"3,160 ",,"83,514",,"33,131",21,"2,693",71,"230,861","5,190","44,480,655 ",2021-04-20
Estonia,"118,317",+536,"1,104 ",+4,"103,586","+1,360","13,627",52,"89,145",832,"1,239,887","934,178","1,327,249 ",2021-04-20
S. Korea,"115,195",+549,"1,802 ",+1,"105,227",+753,"8,166",109,"2,245",35,"8,458,592","164,870","51,304,493 ",2021-04-20
Latvia,"112,224",+688,"2,071 ",+15,"102,290",+116,"7,863",78,"60,031","1,108","2,143,828","1,146,770","1,869,449 ",2021-04-20
Norway,"108,342",+314,709 ,,"88,952",,"18,681",47,"19,861",130,"5,009,274","918,277","5,455,081 ",2021-04-20
Sri Lanka,"97,105",,620 ,,"93,547",+173,"2,938",,"4,520",29,"2,374,627","110,525","21,485,015 ",2021-04-20
Montenegro,"95,695",,"1,438 ",,"91,119",,"3,138",69,"152,349","2,289","361,946","576,228","628,130 ",2021-04-20
Cuba,"94,571",,531 ,,"89,073",,"4,967",64,"8,354",47,"3,385,469","299,041","11,321,081 ",2021-04-20
Kyrgyzstan,"92,095",,"1,555 ",,"87,056",,"3,484",25,"13,933",235,"935,444","141,523","6,609,836 ",2021-04-20
Ghana,"91,709",,771 ,,"89,604",,"1,334",9,"2,903",24,"1,047,048","33,147","31,588,075 ",2021-04-20
Zambia,"90,942",,"1,236 ",,"88,860",,846,48,"4,839",66,"1,348,181","71,744","18,791,640 ",2021-04-20
Uzbekistan,"87,225",+243,639 ,+1,"84,533",+226,"2,053",23,"2,576",19,"1,377,915","40,700","33,855,440 ",2021-04-20
Finland,"84,501",+214,893 ,+2,"46,000",,"37,608",36,"15,232",161,"4,300,110","775,129","5,547,606 ",2021-04-20
Mozambique,"69,228",,800 ,,"62,315",,"6,113",43,"2,167",25,"504,532","15,792","31,948,823 ",2021-04-20
El Salvador,"67,557",,"2,082 ",+4,"63,787",,"1,688",62,"10,374",320,"888,633","136,453","6,512,357 ",2021-04-20
Luxembourg,"65,144",,786 ,,"61,539",,"2,819",30,"102,738","1,240","2,570,604","4,054,062","634,081 ",2021-04-20
Cameroon,"64,809",,939 ,,"57,821",,"6,049",385,"2,394",35,"1,257,949","46,471","27,069,788 ",2021-04-20
Singapore,"60,865",+14,30 ,,"60,503",,332,1,"10,339",5,"9,278,789","1,576,130","5,887,072 ",2021-04-20
Afghanistan,"58,214",+176,"2,557 ",+2,"52,272",+28,"3,385","1,124","1,469",65,"384,922","9,714","39,624,159 ",2021-04-20
Cyprus,"57,081",,294 ,,"39,061",,"17,726",68,"47,004",242,"4,398,877","3,622,332","1,214,377 ",2021-04-20
Namibia,"46,773",,604 ,,"44,760",,"1,409",34,"18,147",234,"372,188","144,399","2,577,492 ",2021-04-20
Ivory Coast,"45,570",,274 ,,"45,161",,135,,"1,694",10,"573,182","21,311","26,896,212 ",2021-04-20
Thailand,"45,185","+1,443",108 ,+4,"28,958",+171,"16,119",1,646,2,"8,124,896","116,169","69,940,058 ",2021-04-20
Botswana,"44,702",,684 ,,"39,733",,"4,285",1,"18,709",286,"976,728","408,784","2,389,348 ",2021-04-20
Jamaica,"44,136",,727 ,,"19,832",,"23,577",34,"14,853",245,"316,167","106,400","2,971,497 ",2021-04-20
Uganda,"41,396",,339 ,,"40,898",,159,24,883,7,"989,628","21,108","46,883,122 ",2021-04-20
Senegal,"39,836",+15,"1,095 ",+4,"38,600",+61,141,17,"2,330",64,"466,228","27,275","17,093,562 ",2021-04-20
Zimbabwe,"37,859",,"1,553 ",,"35,031",,"1,275",12,"2,518",103,"402,475","26,769","15,035,202 ",2021-04-20
Malawi,"33,959",,"1,139  ",,"31,774",,"1,046",15,"1,740",58,"227,636","11,661","19,521,736 ",2021-04-20
Madagascar,"33,202",+404,563 ,+11,"26,291",+274,"6,348",319,"1,175",20,"169,863","6,012","28,255,258 ",2021-04-20
Sudan,"32,244",,"2,281 ",,"26,087",,"3,876",,722,51,"232,965","5,216","44,661,542 ",2021-04-20
Malta,"30,039",+13,411 ,+2,"29,065",+62,563,,"67,887",929,"849,165","1,919,091","442,483 ",2021-04-20
Australia,"29,550",,910 ,,"26,450",,"2,190",,"1,148",35,"16,409,724","637,624","25,735,739 ",2021-04-20
DRC,"28,956",,745 ,,"25,841",,"2,370",,316,8,"145,038","1,581","91,715,270 ",2021-04-20
Maldives,"26,505",,70 ,,"23,691",,"2,744",68,"48,357",128,"689,746","1,258,397","548,115 ",2021-04-20
Angola,"24,518",,563 ,,"22,600",,"1,355",20,728,17,"445,121","13,218","33,674,756 ",2021-04-20
Mongolia,"24,195","+1,311",51 ,+2,"12,860",+459,"11,284",88,"7,287",15,"2,576,921","776,111","3,320,300 ",2021-04-20
Rwanda,"23,934",,326 ,,"22,408",,"1,200",6,"1,812",25,"1,260,524","95,445","13,206,798 ",2021-04-20
Gabon,"22,032",,136 ,,"18,706",,"3,190",34,"9,717",60,"693,064","305,665","2,267,397 ",2021-04-20
Guinea,"21,633",+21,139 ,+1,"18,991",+18,"2,503",24,"1,613",10,"421,175","31,396","13,414,971 ",2021-04-20
Syria,"21,279",,"1,456 ",,"14,958",,"4,865",,"1,193",82,"103,566","5,806","17,837,821 ",2021-04-20
Cabo Verde,"20,627",,193 ,,"18,191",,"2,243",23,"36,781",344,"142,081","253,353","560,802 ",2021-04-20
Mayotte,"19,757",,168 ,,"2,964",,"16,625",6,"71,059",604,"165,683","595,905","278,036 ",2021-04-20
French Polynesia,"18,708",,141 ,,"4,842",,"13,725",1,"66,292",500,"26,355","93,390","282,205 ",2021-04-20
Réunion,"18,425",,135 ,,"16,794",,"1,496",54,"20,463",150,"100,098","111,169","900,414 ",2021-04-20
Eswatini,"18,417",,671 ,,"17,715",,31,3,"15,744",574,"178,676","152,748","1,169,744 ",2021-04-20
French Guiana,"18,261",,96 ,,"9,995",,"8,170",13,"59,908",315,"203,343","667,096","304,818 ",2021-04-20
Mauritania,"18,142",,454 ,,"17,499",,189,14,"3,822",96,"221,971","46,765","4,746,505 ",2021-04-20
Somalia,"13,324",,678 ,,"5,518",,"7,128",,820,42,"106,063","6,529","16,244,346 ",2021-04-20
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,371",9,,,"9,707,670 ",2021-04-20
Burkina Faso,"13,148",,154 ,,"12,773",,221,,616,7,"177,277","8,301","21,357,257 ",2021-04-20
Mali,"13,145",,441 ,,"7,493",,"5,211",,635,21,"247,184","11,934","20,712,545 ",2021-04-20
Haiti,"12,918",,251 ,,"11,791",,876,,"1,122",22,"60,085","5,219","11,513,311 ",2021-04-20
Andorra,"12,805",,123 ,,"12,203",,479,29,"165,516","1,590","193,595","2,502,391","77,364 ",2021-04-20
Guadeloupe,"12,717",,176 ,,"2,242",,"10,299",13,"31,778",440,"164,128","410,136","400,179 ",2021-04-20
Belize,"12,558",,318 ,,"12,156",,84,1,"31,133",788,"111,174","275,615","403,367 ",2021-04-20
Togo,"12,553",,120 ,,"10,230",,"2,203",,"1,489",14,"300,872","35,679","8,432,660 ",2021-04-20
Curaçao,"11,903",,90 ,,"9,457",,"2,356",22,"72,302",547,"90,143","547,552","164,629 ",2021-04-20
Guyana,"11,901",,271 ,,"10,246",,"1,384",13,"15,072",343,"108,207","137,043","789,585 ",2021-04-20
Hong Kong,"11,704",+8,209 ,,"11,286",+12,209,3,"1,551",28,"11,193,673","1,483,484","7,545,530 ",2021-04-20
Lesotho,"10,720",,316 ,,"5,868",,"4,536",,"4,973",147,"73,762","34,216","2,155,805 ",2021-04-20
Djibouti,"10,510",,119 ,,"9,385",,"1,006",,"10,516",119,"144,500","144,581","999,440 ",2021-04-20
South Sudan,"10,478",+3,114 ,,"10,215",,149,,927,10,"144,419","12,782","11,298,337 ",2021-04-20
Aruba,"10,345",,92 ,,"9,862",,391,14,"96,567",859,"141,122","1,317,321","107,128 ",2021-04-20
Congo,"10,084",,139 ,,"8,208",,"1,737",,"1,792",25,"92,500","16,442","5,625,790 ",2021-04-20
Papua New Guinea,"9,952",,91 ,,846,,"9,015",,"1,096",10,"70,260","7,736","9,081,734 ",2021-04-20
Martinique,"9,890",,64 ,,98,,"9,728",24,"26,371",171,"140,946","375,824","375,032 ",2021-04-20
Bahamas,"9,791",,194 ,,"9,059",,538,3,"24,710",490,"82,548","208,327","396,242 ",2021-04-20
Suriname,"9,617",+36,188 ,+1,"8,862",+33,567,15,"16,277",318,"47,424","80,267","590,826 ",2021-04-20
Trinidad and Tobago,"8,964",,154 ,,"7,976",,834,8,"6,389",110,"122,300","87,163","1,403,112 ",2021-04-20
Benin,"7,611",,95 ,,"6,728",,788,35,615,8,"575,088","46,472","12,374,833 ",2021-04-20
Cambodia,"7,444",+431,49 ,+4,"2,555",+31,"4,840",,440,3,"811,284","47,996","16,903,254 ",2021-04-20
Equatorial Guinea,"7,259",,106 ,,"6,885",,268,11,"5,043",74,"116,266","80,773","1,439,408 ",2021-04-20
Nicaragua,"6,778",,180 ,,"4,225",,"2,373",,"1,014",27,,,"6,687,376 ",2021-04-20
Iceland,"6,350",+21,29 ,,"6,208",+5,113,3,"18,512",85,"577,345","1,683,163","343,012 ",2021-04-20
Yemen,"5,858",,"1,132 ",,"2,261",,"2,465",23,193,37,"22,934",756,"30,347,426 ",2021-04-20
CAR,"5,787",,75 ,,"5,112",,600,2,"1,182",15,"40,907","8,354","4,896,555 ",2021-04-20
Gambia,"5,720",,170 ,,"5,190",,360,3,"2,315",69,"60,815","24,617","2,470,427 ",2021-04-20
Niger,"5,131",,190 ,,"4,779",,162,23,206,8,"95,658","3,842","24,898,067 ",2021-04-20
San Marino,"5,040",+8,88 ,,"4,755",+7,197,5,"148,288","2,589","58,537","1,722,284","33,988 ",2021-04-20
Seychelles,"4,976",,25 ,,"4,501",,450,,"50,348",253,"21,504","217,579","98,833 ",2021-04-20
Chad,"4,708",,169  ,,"4,353",,186,,280,10,"110,863","6,599","16,798,980 ",2021-04-20
Saint Lucia,"4,419",,69 ,,"4,260",,90,3,"23,977",374,"38,805","210,556","184,298 ",2021-04-20
Gibraltar,"4,291",,94 ,,"4,181",,16,1,"127,394","2,791","226,510","6,724,757","33,683 ",2021-04-20
Channel Islands,"4,053",,86 ,,"3,956",,11,1,"23,141",491,"399,901","2,283,296","175,142 ",2021-04-20
Sierra Leone,"4,038",,79 ,,"2,851",,"1,108",,498,10,"119,155","14,700","8,105,847 ",2021-04-20
Comoros,"3,820",+1,146 ,,"3,626",+31,48,,"4,320",165,,,"884,310 ",2021-04-20
Barbados,"3,784",,44 ,,"3,681",,59,,"13,155",153,"148,929","517,731","287,657 ",2021-04-20
Guinea-Bissau,"3,712",,66 ,,"3,142",,504,9,"1,851",33,"61,814","30,831","2,004,900 ",2021-04-20
Burundi,"3,612",,6 ,,773,,"2,833",,297,0.5,"90,019","7,396","12,170,997 ",2021-04-20
Eritrea,"3,537",,10 ,,"3,334",,193,,986,3,"23,693","6,608","3,585,514 ",2021-04-20
Liechtenstein,"2,823",,56 ,,"2,693",,74,6,"73,870","1,465","32,252","843,940","38,216 ",2021-04-20
Vietnam,"2,800",+9,35 ,,"2,490",+15,275,,29,0.4,"2,598,753","26,508","98,037,434 ",2021-04-20
New Zealand,"2,597",+1,26 ,,"2,485",+17,86,,519,5,"1,978,011","395,436","5,002,100 ",2021-04-20
Monaco,"2,404",,31 ,,"2,304",,69,5,"60,916",786,"51,953","1,316,466","39,464 ",2021-04-20
Turks and Caicos,"2,369",,17 ,,"2,291",,61,2,"60,536",434,"45,274","1,156,897","39,134 ",2021-04-20
Sao Tome and Principe,"2,275",,35 ,,"2,212",,28,,"10,230",157,"12,597","56,643","222,394 ",2021-04-20
Bermuda,"2,214",,20 ,,"1,290",,904,41,"35,656",322,"227,728","3,667,472","62,094 ",2021-04-20
Sint Maarten,"2,207",,27 ,,"2,159",,21,1,"51,012",624,"26,322","608,404","43,264 ",2021-04-20
Liberia,"2,042",,85 ,,"1,899",,58,2,396,16,"79,684","15,467","5,151,989 ",2021-04-20
St. Vincent Grenadines,"1,819",,10 ,,"1,677",,132,2,"16,355",90,"44,072","396,253","111,222 ",2021-04-20
Saint Martin,"1,702",,12 ,,"1,399",,291,7,"43,428",306,"27,588","703,937","39,191 ",2021-04-20
Isle of Man,"1,577",,29 ,,"1,538",,10,,"18,468",340,"44,761","524,176","85,393 ",2021-04-20
Caribbean Netherlands,"1,548",,15 ,,"1,456",,77,,"58,599",568,"10,025","379,490","26,417 ",2021-04-20
Timor-Leste,"1,452",+84,2 ,,727,+32,723,,"1,085",1,"59,291","44,300","1,338,404 ",2021-04-20
Antigua and Barbuda,"1,217",,31 ,,995,,191,4,"12,346",314,"16,493","167,313","98,576 ",2021-04-20
Mauritius,"1,203",,15 ,,934,,254,,945,12,"358,675","281,655","1,273,456 ",2021-04-20
Taiwan,"1,078",+2,11 ,,"1,038",+4,29,,45,0.5,"513,203","21,517","23,851,260 ",2021-04-20
Bhutan,966,+5,1 ,,883,+2,82,,"1,241",1,"674,080","866,000","778,383 ",2021-04-20
St. Barth,934,,1 ,,462,,471,,"94,334",101,"26,385","2,664,882","9,901 ",2021-04-20
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-04-20
Faeroe Islands,663,+1,1 ,,660,,2,,"13,528",20,"249,456","5,089,796","49,011 ",2021-04-20
Cayman Islands,525,,2 ,,499,,24,,"7,914",30,"86,495","1,303,873","66,337 ",2021-04-20
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,081,211 ",2021-04-20
Wallis and Futuna,439,+1,5 ,,44,,390,4,"39,617",451,"12,359","1,115,333","11,081 ",2021-04-20
Brunei ,223,+2,3 ,,210,+4,10,,506,7,"118,338","268,449","440,821 ",2021-04-20
British Virgin Islands,187,,1 ,,182,,4,,"6,153",33,"35,791","1,177,645","30,392 ",2021-04-20
Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,165","72,129 ",2021-04-20
Grenada,157,,1 ,,154,,2,,"1,390",9,"25,623","226,873","112,940 ",2021-04-20
New Caledonia,124,, ,,58,,66,,431,,"29,618","102,952","287,688 ",2021-04-20
Fiji,77,+3,2 ,,65,,10,,85,2,"43,241","47,959","901,632 ",2021-04-20
Falkland Islands,62,, ,,55,,7,,"17,416",,"7,191","2,019,944","3,560 ",2021-04-20
Laos,58,, ,,49,,9,,8,,"148,289","20,149","7,359,625 ",2021-04-20
Macao,49,, ,,48,,1,,75,,"4,418","6,731","656,386 ",2021-04-20
Saint Kitts and Nevis,44,, ,,44,,0,,822,,"12,381","231,425","53,499 ",2021-04-20
Greenland,31,, ,,31,,0,,545,,"20,669","363,577","56,849 ",2021-04-20
Anguilla,29,, ,,25,,4,,"1,919",,"17,376","1,149,967","15,110 ",2021-04-20
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-20
Saint Pierre Miquelon,25,, ,,24,,1,,"4,332",,"5,318","921,504","5,771 ",2021-04-20
Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",2021-04-20
Solomon Islands,20,, ,,18,,2,,29,,"4,500","6,426","700,242 ",2021-04-20
Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,985 ",2021-04-20
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-04-20
Marshall Islands,4,, ,,4,,0,,67,,,,"59,509 ",2021-04-20
Samoa,3,, ,,2,,1,,15,,,,"199,467 ",2021-04-20
Vanuatu,3,, ,,1,,2,,10,,470,"1,502","312,839 ",2021-04-20
Micronesia,1,, ,,1,,0,,9,,,,"115,985 ",2021-04-20
China,"90,520",+10,"4,636 ",,"85,573",+14,311,5,63,3,"160,000,000","111,163","1,439,323,776 ",2021-04-20
USA,"32,536,470",,"582,456 ",,"25,105,535",,"6,848,479","10,048","97,837","1,751","431,941,723","1,298,844","332,558,517 ",2021-04-21
India,"15,609,004",,"182,570 ",,"13,269,863",,"2,156,571","8,944","11,223",131,"269,414,035","193,703","1,390,864,355 ",2021-04-21
Brazil,"14,050,885",,"378,530 ",,"12,561,689",,"1,110,666","8,318","65,729","1,771","28,600,000","133,789","213,770,046 ",2021-04-21
France,"5,339,920",,"101,597 ",,"4,181,006",,"1,057,317","5,984","81,663","1,554","72,873,077","1,114,447","65,389,433 ",2021-04-21
Russia,"4,718,854",,"106,307 ",,"4,343,229",,"269,318","2,300","32,324",728,"126,200,000","864,474","145,984,714 ",2021-04-21
UK,"4,393,307",,"127,307 ",,"4,161,433",,"104,567",318,"64,445","1,867","145,197,408","2,129,871","68,171,922 ",2021-04-21
Turkey,"4,384,624",,"36,613 ",,"3,792,129",,"555,882","3,375","51,544",430,"44,409,756","522,067","85,065,229 ",2021-04-21
Italy,"3,891,063",,"117,633 ",,"3,290,715",,"482,715","3,151","64,432","1,948","55,535,217","919,604","60,390,385 ",2021-04-21
Spain,"3,435,840",,"77,216 ",,"3,147,281",,"211,343","2,289","73,464","1,651","44,374,223","948,789","46,769,321 ",2021-04-21
Germany,"3,180,810",,"81,086 ",,"2,824,100","+20,500","275,624","4,932","37,867",965,"52,737,238","627,833","83,998,886 ",2021-04-21
Argentina,"2,743,620",,"59,792 ",,"2,407,853",,"275,975","4,366","60,263","1,313","10,320,622","226,688","45,527,815 ",2021-04-21
Poland,"2,704,571",,"62,734 ",,"2,354,652",,"287,185","3,287","71,524","1,659","13,503,602","357,112","37,813,307 ",2021-04-21
Colombia,"2,684,101",,"69,177 ",,"2,505,738",,"109,186","5,306","52,304","1,348","13,978,773","272,401","51,316,864 ",2021-04-21
Mexico,"2,311,172","+4,262","213,048 ",+582,"1,836,377","+3,245","261,747","4,798","17,776","1,639","6,438,267","49,519","130,016,760 ",2021-04-21
Iran,"2,286,927",,"67,525 ",,"1,810,531",,"408,871","4,911","26,952",796,"14,613,010","172,217","84,852,500 ",2021-04-21
Ukraine,"1,961,956",,"40,367 ",,"1,499,752",,"421,837",177,"45,079",928,"8,958,482","205,836","43,522,336 ",2021-04-21
Peru,"1,719,088",,"57,954 ",,"1,645,100",,"16,034","2,580","51,564","1,738","10,524,419","315,680","33,338,918 ",2021-04-21
Indonesia,"1,614,849",,"43,777  ",,"1,468,142",,"102,930",,"5,854",159,"13,939,364","50,535","275,838,089 ",2021-04-21
Czechia,"1,606,030",,"28,640 ",,"1,515,106",,"62,284",888,"149,747","2,670","15,989,327","1,490,856","10,724,928 ",2021-04-21
South Africa,"1,568,366",,"53,887 ",,"1,494,630",,"19,849",546,"26,180",900,"10,379,089","173,255","59,906,596 ",2021-04-21
Netherlands,"1,417,772",,"16,965 ",,"1,184,580",,"216,227",821,"82,595",988,"11,781,337","686,346","17,165,301 ",2021-04-21
Canada,"1,139,043",,"23,713 ",,"1,027,458",,"87,872","1,167","29,969",624,"30,168,562","793,761","38,007,134 ",2021-04-21
Chile,"1,136,435",,"25,317 ",,"1,067,662",,"43,456","3,372","59,043","1,315","12,472,168","647,985","19,247,606 ",2021-04-21
Romania,"1,034,003",,"26,618 ",,"950,242",,"57,143","1,432","54,039","1,391","7,950,663","415,517","19,134,403 ",2021-04-21
Iraq,"993,158",,"15,060 ",,"870,927",,"107,171",486,"24,258",368,"8,891,116","217,167","40,941,346 ",2021-04-21
Belgium,"955,056","+3,430","23,834 ",+52,"813,224","+9,030","117,998",946,"82,120","2,049","12,051,821","1,036,263","11,630,075 ",2021-04-21
Philippines,"953,106",,"16,141 ",,"809,959",,"127,006",750,"8,606",146,"11,242,391","101,514","110,746,960 ",2021-04-21
Sweden,"916,830",,"13,825 ",,"741,716",,"161,289",416,"90,330","1,362","8,151,774","803,151","10,149,737 ",2021-04-21
Israel,"837,357",,"6,345 ",,"828,902",,"2,110",175,"91,041",690,"14,014,683","1,523,734","9,197,590 ",2021-04-21
Portugal,"831,645",,"16,951 ",,"790,118",,"24,576",113,"81,752","1,666","9,851,332","968,398","10,172,808 ",2021-04-21
Pakistan,"772,381","+5,499","16,600 ",+147,"672,619","+5,488","83,162","4,528","3,443",74,"11,319,832","50,465","224,312,593 ",2021-04-21
Hungary,"754,833",,"25,580 ",,"461,181",,"268,072",980,"78,297","2,653","5,157,082","534,932","9,640,633 ",2021-04-21
Bangladesh,"727,780",,"10,588 ",,"628,111",,"89,081",,"4,384",64,"5,221,275","31,453","166,002,634 ",2021-04-21
Jordan,"692,181",,"8,372 ",,"649,718",,"34,091",729,"67,305",814,"6,522,141","634,190","10,284,207 ",2021-04-21
Serbia,"667,937",,"6,058 ",,"599,380",,"62,499",219,"76,694",696,"3,711,555","426,171","8,709,068 ",2021-04-21
Switzerland,"639,445",,"10,532 ",,"570,159",,"58,754",218,"73,454","1,210","6,633,770","762,035","8,705,330 ",2021-04-21
Austria,"597,566",,"9,959 ",,"560,492",,"27,115",565,"66,047","1,101","29,335,166","3,242,318","9,047,592 ",2021-04-21
Japan,"537,317",,"9,671 ",,"486,076",,"41,570",769,"4,259",77,"11,007,803","87,249","126,165,185 ",2021-04-21
Lebanon,"513,006",,"6,995 ",,"432,548",,"73,463",769,"75,433","1,029","3,852,611","566,489","6,800,861 ",2021-04-21
Morocco,"506,669",,"8,959 ",,"492,725",,"4,985",261,"13,598",240,"6,176,260","165,759","37,260,477 ",2021-04-21
UAE,"500,860",,"1,559 ",,"483,180",,"16,121",,"50,156",156,"42,101,280","4,216,043","9,985,970 ",2021-04-21
Saudi Arabia,"407,010",,"6,846 ",,"390,538",,"9,626","1,105","11,547",194,"16,293,609","462,271","35,246,885 ",2021-04-21
Bulgaria,"390,911",,"15,518 ",,"314,273",,"61,120",765,"56,602","2,247","2,391,777","346,316","6,906,335 ",2021-04-21
Malaysia,"379,473",,"1,389 ",,"356,816",,"21,268",249,"11,606",42,"8,718,106","266,629","32,697,551 ",2021-04-21
Slovakia,"376,709",,"11,244 ",,"255,300",,"110,165",430,"68,972","2,059","2,513,141","460,133","5,461,766 ",2021-04-21
Panama,"361,319",,"6,192 ",,"351,228",,"3,899",105,"82,700","1,417","2,312,363","529,265","4,369,010 ",2021-04-21
Ecuador,"361,154",,"17,744 ",,"309,541",,"33,869",644,"20,225",994,"1,231,653","68,973","17,857,054 ",2021-04-21
Belarus,"345,998",,"2,443 ",,"336,227",,"7,328",,"36,626",259,"5,685,902","601,885","9,446,826 ",2021-04-21
Greece,"320,629",,"9,627 ",,"278,690",,"32,312",847,"30,883",927,"7,568,084","728,955","10,382,100 ",2021-04-21
Croatia,"310,306",,"6,643 ",,"289,664",,"13,999",213,"75,964","1,626","1,713,174","419,393","4,084,894 ",2021-04-21
Azerbaijan,"303,858",,"4,203 ",,"267,485",,"32,170",,"29,754",412,"3,128,656","306,360","10,212,350 ",2021-04-21
Georgia,"297,728",,"3,959 ",,"282,237",,"11,532",,"74,749",994,"3,916,479","983,296","3,983,013 ",2021-04-21
Kazakhstan,"294,946","+2,696","3,459 ",+23,"252,598","+2,418","38,889",221,"15,559",182,"9,653,519","509,250","18,956,336 ",2021-04-21
Bolivia,"291,675","+1,313","12,695 ",+29,"240,336","+1,142","38,644",71,"24,718","1,076","1,070,832","90,746","11,800,288 ",2021-04-21
Tunisia,"289,230",,"9,918 ",,"239,104",,"40,208",483,"24,269",832,"1,240,902","104,124","11,917,582 ",2021-04-21
Nepal,"287,567",,"3,102 ",,"275,806",,"8,659",,"9,730",105,"2,360,557","79,870","29,554,944 ",2021-04-21
Palestine,"284,280",,"3,078 ",,"251,663",,"29,539",165,"54,713",592,"1,691,240","325,499","5,195,830 ",2021-04-21
Dominican Republic,"261,848",,"3,426 ",,"219,262",,"39,160",177,"23,946",313,"1,374,857","125,730","10,934,977 ",2021-04-21
Kuwait,"259,868",,"1,468 ",,"243,056",,"15,344",248,"60,140",340,"2,236,571","517,602","4,321,028 ",2021-04-21
Paraguay,"255,046",,"5,470 ",,"209,754",,"39,822",521,"35,410",759,"1,033,135","143,439","7,202,601 ",2021-04-21
Moldova,"246,691",,"5,616 ",,"233,281",,"7,794",262,"61,268","1,395","943,661","234,367","4,026,427 ",2021-04-21
Ethiopia,"245,155",,"3,439 ",,"181,935",,"59,781",965,"2,091",29,"2,514,749","21,452","117,229,360 ",2021-04-21
Ireland,"244,297",,"4,847 ",,"225,752",,"13,698",47,"49,037",973,"4,313,778","865,888","4,981,913 ",2021-04-21
Denmark,"244,065",,"2,463 ",,"232,191",,"9,411",38,"42,018",424,"32,675,839","5,625,458","5,808,565 ",2021-04-21
Lithuania,"235,383",,"3,785 ",,"213,118",,"18,480",196,"87,449","1,406","2,632,659","978,083","2,691,652 ",2021-04-21
Slovenia,"233,031",,"4,172 ",,"216,528",,"12,331",157,"112,079","2,007","1,135,283","546,028","2,079,167 ",2021-04-21
Costa Rica,"231,967",,"3,104 ",,"199,166",,"29,697",269,"45,206",605,"919,324","179,158","5,131,361 ",2021-04-21
Egypt,"218,041",,"12,820 ",,"164,368",,"40,853",90,"2,099",123,"2,677,262","25,774","103,873,875 ",2021-04-21
Guatemala,"214,700",,"7,279 ",,"192,519",,"14,902",5,"11,810",400,"1,176,613","64,720","18,179,938 ",2021-04-21
Armenia,"209,485",,"3,919 ",,"189,688",,"15,878",,"70,589","1,321","942,001","317,419","2,967,689 ",2021-04-21
Honduras,"202,413",+736,"4,976 ",+13,"76,446",+107,"120,991",546,"20,180",496,"564,993","56,328","10,030,403 ",2021-04-21
Qatar,"198,361",,391 ,,"175,431",,"22,539",459,"70,646",139,"1,849,568","658,724","2,807,805 ",2021-04-21
Bosnia and Herzegovina,"191,876",,"8,025 ",,"149,273",,"34,578",,"58,778","2,458","872,381","267,241","3,264,397 ",2021-04-21
Venezuela,"185,736",,"1,944 ",,"168,418",,"15,374",289,"6,547",69,"3,359,014","118,395","28,371,170 ",2021-04-21
Oman,"182,693",,"1,909 ",,"162,656",,"18,128",263,"35,066",366,"1,550,000","297,509","5,209,934 ",2021-04-21
Libya,"173,089",,"2,919 ",,"158,352",,"11,818",,"24,919",420,"935,070","134,620","6,945,974 ",2021-04-21
Uruguay,"169,327",,"2,022 ",,"139,590",,"27,715",522,"48,610",580,"1,657,931","475,954","3,483,388 ",2021-04-21
Bahrain,"166,157",,605 ,,"154,711",,"10,841",95,"95,032",346,"3,934,735","2,250,430","1,748,437 ",2021-04-21
Nigeria,"164,423",,"2,061 ",,"154,406",,"7,956",11,782,10,"1,870,915","8,900","210,204,747 ",2021-04-21
Kenya,"152,523",,"2,519 ",,"103,838",,"46,166",250,"2,788",46,"1,611,679","29,456","54,714,776 ",2021-04-21
North Macedonia,"147,995",,"4,509 ",,"124,828",,"18,658",124,"71,039","2,164","695,267","333,733","2,083,305 ",2021-04-21
