"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,Continent,New Cases/1M pop
Switzerland,"630,194","+2,226","10,492 ",4.0,"564,850","+1,412","54,852",213,"72,400","1,205","6,505,841","747,429","8,704,294 ",2021-04-15,,,
Austria,"586,883","+2,678","9,813 ",34.0,"547,604","+2,615","29,466",577,"64,872","1,085","27,703,138","3,062,219","9,046,752 ",2021-04-15,,,
Japan,"516,121","+3,952","9,500 ",31.0,"473,570","+2,563","33,051",631,"4,091",75,"10,670,227","84,569","126,171,504 ",2021-04-15,,,
Morocco,"503,664",,"8,920 ",,"489,928",,"4,816",245,"13,520",239,"6,127,022","164,469","37,253,307 ",2021-04-15,,,
Lebanon,"502,299",,"6,778 ",,"413,175",,"82,346",821,"73,853",997,"3,759,792","552,800","6,801,360 ",2021-04-15,,,
UAE,"491,423","+1,928","1,545 ",4.0,"475,012","+1,614","14,866",,"49,221",155,"41,150,933","4,121,683","9,984,012 ",2021-04-15,,,
Saudi Arabia,"402,142",+985,"6,791 ",10.0,"386,102",+661,"9,249",999,"11,412",193,"16,018,862","454,591","35,237,991 ",2021-04-15,,,
Bulgaria,"380,576",,"14,871 ",,"296,998",,"68,707",807,"55,099","2,153","2,319,263","335,775","6,907,188 ",2021-04-15,,,
Slovakia,"373,950",+843,"10,877 ",79.0,"255,300",,"107,773",472,"68,467","1,991","2,465,652","451,442","5,461,722 ",2021-04-15,,,
Malaysia,"367,977","+2,148","1,363 ",10.0,"349,039","+1,259","17,575",212,"11,256",42,"8,407,970","257,197","32,690,753 ",2021-04-15,,,
Panama,"359,516",,"6,177 ",,"349,318",,"4,021",105,"82,309","1,414","2,262,027","517,876","4,367,896 ",2021-04-15,,,
Ecuador,"350,539",,"17,400  ",,"298,604",,"34,535",591,"19,635",975,"1,205,869","67,546","17,852,660 ",2021-04-15,,,
Belarus,"340,023","+1,222","2,393 ",10.0,"330,483","+1,348","7,147",,"35,993",253,"5,608,959","593,737","9,446,877 ",2021-04-15,,,
Greece,"304,184",,"9,135 ",,"261,176",,"33,873",809,"29,297",880,"7,249,251","698,189","10,382,930 ",2021-04-15,,,
Croatia,"300,900","+2,927","6,442 ",43.0,"279,151","+1,457","15,307",179,"73,654","1,577","1,674,418","409,863","4,085,307 ",2021-04-15,,,
Azerbaijan,"294,211","+2,317","4,045 ",36.0,"257,942","+2,109","32,224",,"28,814",396,"3,068,679","300,531","10,210,853 ",2021-04-15,,,
Georgia,"292,244","+1,030","3,908 ",7.0,"279,389",+706,"8,947",,"73,370",981,"3,791,276","951,831","3,983,138 ",2021-04-15,,,
Bolivia,"285,291","+1,108","12,519 ",23.0,"234,596",+950,"38,176",71,"24,182","1,061","1,019,593","86,423","11,797,677 ",2021-04-15,,,
Nepal,"282,054",+490,"3,066 ",5.0,"274,604",+157,"4,384",,"9,546",104,"2,329,547","78,844","29,546,342 ",2021-04-15,,,
Kazakhstan,"278,695","+2,641","3,306 ",20.0,"239,448","+2,002","35,941",221,"14,705",174,"9,283,107","489,805","18,952,655 ",2021-04-15,,,
Tunisia,"276,727",,"9,480 ",,"229,754",,"37,493",446,"23,224",796,"1,198,763","100,605","11,915,556 ",2021-04-15,,,
Palestine,"274,690",,"2,923 ",,"239,291",,"32,476",180,"52,887",563,"1,650,739","317,824","5,193,881 ",2021-04-15,,,
Dominican Republic,"259,260",,"3,402 ",,"217,286",,"38,572",156,"23,713",311,"1,357,657","124,178","10,933,195 ",2021-04-15,,,
Kuwait,"251,675",,"1,423 ",,"235,053",,"15,199",237,"58,258",329,"2,187,159","506,288","4,319,992 ",2021-04-15,,,
Moldova,"243,365",,"5,466 ",,"226,325",,"11,574",304,"60,440","1,357","916,328","227,570","4,026,580 ",2021-04-15,,,
Paraguay,"242,161",,"5,040 ",,"198,473",,"38,648",489,"33,628",700,"994,708","138,132","7,201,165 ",2021-04-15,,,
Ireland,"242,105",,"4,812 ",,"222,504",,"14,789",51,"48,606",966,"4,241,709","851,576","4,981,009 ",2021-04-15,,,
Denmark,"240,330",+798,"2,449 ",2.0,"229,372",+687,"8,509",37,"41,377",422,"30,797,340","5,302,361","5,808,232 ",2021-04-15,,,
Ethiopia,"234,405",,"3,252 ",,"174,591",,"56,562",995,"2,000",28,"2,469,593","21,075","117,182,537 ",2021-04-15,,,
Lithuania,"230,462","+1,168","3,730 ",9.0,"208,890",+767,"17,842",151,"85,601","1,385","2,553,641","948,509","2,692,270 ",2021-04-15,,,
Slovenia,"229,967",+891,"4,142 ",7.0,"212,815","+1,330","13,010",150,"110,606","1,992","1,119,516","538,446","2,079,163 ",2021-04-15,,,
Costa Rica,"225,343",,"3,044 ",,"196,060",,"26,239",221,"43,921",593,"879,450","171,413","5,130,600 ",2021-04-15,,,
Egypt,"212,961",,"12,570 ",,"161,031",,"39,360",90,"2,051",121,"2,677,262","25,782","103,842,186 ",2021-04-15,,,
Guatemala,"207,127",,"7,089 ",,"187,894",,"12,144",5,"11,397",390,"1,128,745","62,106","18,174,497 ",2021-04-15,,,
Armenia,"206,142","+1,014","3,817 ",23.0,"185,125",+882,"17,200",,"69,464","1,286","920,423","310,158","2,967,598 ",2021-04-15,,,
Honduras,"198,214","+1,510","4,905 ",32.0,"76,130",+49,"117,179",576,"19,766",489,"550,206","54,868","10,027,818 ",2021-04-15,,,
Qatar,"193,952",+989,357 ,9.0,"171,985",+597,"21,610",489,"69,076",127,"1,825,071","649,999","2,807,805 ",2021-04-15,,,
Bosnia and Herzegovina,"187,715","+1,343","7,702 ",60.0,"144,932",+988,"35,081",,"57,498","2,359","858,968","263,105","3,264,729 ",2021-04-15,,,
Venezuela,"178,094",,"1,834 ",,"160,620",,"15,640",237,"6,277",65,"3,359,014","118,390","28,372,485 ",2021-04-15,,,
Oman,"176,668","+1,035","1,821 ",14.0,"156,845","+1,200","18,002",267,"33,924",350,"1,550,000","297,631","5,207,798 ",2021-04-15,,,
Libya,"170,558",+513,"2,873 ",39.0,"155,712",+595,"11,973",,"24,560",414,"924,294","133,098","6,944,442 ",2021-04-15,,,
Nigeria,"164,000",,"2,061 ",,"154,270",,"7,669",11,781,10,"1,838,174","8,748","210,120,737 ",2021-04-15,,,
Bahrain,"159,964",,569 ,,"148,093",,"11,302",91,"91,541",326,"3,834,581","2,194,372","1,747,462 ",2021-04-15,,,
Uruguay,"152,089",,"1,647 ",,"119,388",,"31,054",509,"43,664",473,"1,575,378","452,280","3,483,191 ",2021-04-15,,,
Kenya,"148,128",,"2,420 ",,"99,580",,"46,128",269,"2,708",44,"1,578,773","28,865","54,695,314 ",2021-04-15,,,
North Macedonia,"144,111",,"4,322 ",,"119,683",,"20,106",124,"69,174","2,075","677,988","325,438","2,083,307 ",2021-04-15,,,
Myanmar,"142,610",+5,"3,206 ",,"131,879",+5,"7,525",,"2,607",59,"2,557,057","46,750","54,696,124 ",2021-04-15,,,
Albania,"128,959",,"2,331 ",,"99,441",,"27,187",18,"44,850",811,"592,872","206,193","2,875,324 ",2021-04-15,,,
Algeria,"118,975",,"3,141 ",,"82,929",,"32,905",19,"2,675",71,"230,861","5,191","44,469,823 ",2021-04-15,,,
Estonia,"116,200",+572,"1,064 ",7.0,"99,096","+1,207","16,040",63,"87,550",802,"1,214,411","914,992","1,327,237 ",2021-04-15,,,
S. Korea,"112,117",+698,"1,788 ",6.0,"102,513",+530,"7,816",99,"2,185",35,"8,291,126","161,608","51,303,892 ",2021-04-15,,,
Latvia,"109,731",+643,"2,030 ",11.0,"101,088",+624,"6,613",94,"58,688","1,086","2,086,123","1,115,734","1,869,732 ",2021-04-15,,,
Norway,"105,870",+599,707 ,1.0,"88,952",,"16,211",55,"19,410",130,"4,944,869","906,566","5,454,503 ",2021-04-15,,,
Sri Lanka,"95,737",,604 ,,"92,308",+157,"2,825",,"4,456",28,"2,374,627","110,531","21,483,791 ",2021-04-15,,,
Montenegro,"95,042",+183,"1,412 ",7.0,"89,965",+350,"3,665",69,"151,310","2,248","357,126","568,555","628,129 ",2021-04-15,,,
Ghana,"91,477",,763 ,,"89,301",,"1,413",10,"2,897",24,"1,034,099","32,746","31,579,196 ",2021-04-15,,,
Kyrgyzstan,"91,144",+305,"1,540 ",6.0,"86,491",+178,"3,113",25,"13,792",233,"918,783","139,033","6,608,364 ",2021-04-15,,,
Zambia,"90,532",+143,"1,230 ",1.0,"88,283",+42,"1,019",51,"4,819",65,"1,327,186","70,653","18,784,579 ",2021-04-15,,,
Cuba,"89,404",,487 ,,"84,114",,"4,803",75,"7,897",43,"3,277,536","289,505","11,321,175 ",2021-04-15,,,
Uzbekistan,"85,730",+227,634 ,,"83,462",+198,"1,634",23,"2,533",19,"1,377,915","40,708","33,848,811 ",2021-04-15,,,
Finland,"83,253",+289,885 ,4.0,"46,000",,"36,368",37,"15,007",160,"4,223,881","761,404","5,547,489 ",2021-04-15,,,
Mozambique,"68,927",,794 ,,"59,972",,"8,161",68,"2,158",25,"499,500","15,640","31,936,814 ",2021-04-15,,,
El Salvador,"66,956",+140,"2,060 ",3.0,"63,345",+149,"1,551",57,"10,282",316,"878,793","134,952","6,511,911 ",2021-04-15,,,
Luxembourg,"64,334",,784 ,,"60,203",,"3,347",30,"101,482","1,237","2,530,508","3,991,703","633,942 ",2021-04-15,,,
Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,281",34,"1,257,949","46,486","27,060,733 ",2021-04-15,,,
Singapore,"60,735",+16,30 ,,"60,392",,313,2,"10,318",5,"9,036,706","1,535,172","5,886,444 ",2021-04-15,,,
Afghanistan,"57,612",+78,"2,535 ",2.0,"52,083",+61,"2,994","1,124","1,454",64,"377,979","9,542","39,612,153 ",2021-04-15,,,
Cyprus,"53,254",,277  ,,"39,061",,"13,916",27,"43,857",228,"4,102,961","3,378,989","1,214,257 ",2021-04-15,,,
Namibia,"46,051",,592 ,,"44,162",,"1,297",32,"17,871",230,"366,186","142,105","2,576,863 ",2021-04-15,,,
Ivory Coast,"45,388",,271 ,,"44,833",,284,,"1,688",10,"557,294","20,727","26,887,262 ",2021-04-15,,,
Botswana,"43,444",,663 ,,"38,923",,"3,858",1,"18,187",278,"958,802","401,391","2,388,698 ",2021-04-15,,,
Jamaica,"43,054",,692 ,,"19,248",,"23,114",39,"14,490",233,"308,897","103,959","2,971,321 ",2021-04-15,,,
Uganda,"41,237",,338 ,,"40,779",,120,24,880,7,"974,067","20,785","46,863,292 ",2021-04-15,,,
Senegal,"39,606",+46,"1,085 ",1.0,"38,343",+53,178,17,"2,318",63,"459,313","26,880","17,087,514 ",2021-04-15,,,
Thailand,"37,453","+1,543",97 ,,"28,383",+61,"8,973",1,536,1,"8,124,896","116,173","69,937,672 ",2021-04-15,,,
Zimbabwe,"37,369",,"1,548 ",,"34,946",,875,12,"2,486",103,"396,632","26,385","15,032,245 ",2021-04-15,,,
Malawi,"33,891",,"1,134 ",,"31,675",,"1,082",20,"1,737",58,"225,576","11,559","19,514,960 ",2021-04-15,,,
Sudan,"31,790",,"2,208 ",,"25,539",,"4,043",,712,49,"232,965","5,218","44,647,518 ",2021-04-15,,,
Madagascar,"30,207",+859,527 ,7.0,"24,893",+198,"4,787",301,"1,069",19,"161,369","5,713","28,245,501 ",2021-04-15,,,
Malta,"29,833",+55,403 ,,"28,842",+45,588,,"67,424",911,"840,325","1,899,181","442,467 ",2021-04-15,,,
Australia,"29,457",+15,910 ,,"26,381",+1,"2,166",,"1,145",35,"16,245,359","631,336","25,731,698 ",2021-04-15,,,
DRC,"28,714",,745 ,,"25,841",,"2,128",,313,8,"143,603","1,566","91,677,905 ",2021-04-15,,,
Maldives,"25,844",,67 ,,"23,141",,"2,636",82,"47,162",122,"675,941","1,233,503","547,985 ",2021-04-15,,,
Angola,"23,841",,557 ,,"22,144",,"1,140",17,708,17,"445,121","13,224","33,660,723 ",2021-04-15,,,
Rwanda,"23,672",,317 ,,"21,594",,"1,761",7,"1,793",24,"1,237,120","93,704","13,202,399 ",2021-04-15,,,
Gabon,"21,566",,132 ,,"18,219",,"3,215",20,"9,514",58,"679,898","299,954","2,266,678 ",2021-04-15,,,
Guinea,"21,299",,136 ,,"18,815",,"2,348",24,"1,588",10,"417,479","31,132","13,410,087 ",2021-04-15,,,
Syria,"20,555",,"1,402 ",,"14,335",,"4,818",,"1,153",79,"103,566","5,808","17,831,997 ",2021-04-15,,,
Mayotte,"19,757",,168 ,,"2,964",,"16,625",6,"71,082",604,"165,683","596,098","277,946 ",2021-04-15,,,
Cabo Verde,"19,525",,188 ,,"17,645",,"1,692",23,"34,821",335,"138,219","246,503","560,720 ",2021-04-15,,,
French Polynesia,"18,680",,141 ,,"4,842",,"13,697",1,"66,198",500,"26,355","93,397","282,183 ",2021-04-15,,,
Mongolia,"18,565",+742,31 ,2.0,"10,638",+385,"7,896",88,"5,593",9,"2,503,759","754,240","3,319,578 ",2021-04-15,,,
Réunion,"18,425",,135 ,,"16,794",,"1,496",54,"20,465",150,"100,098","111,180","900,327 ",2021-04-15,,,
Eswatini,"18,407",,670 ,,"17,682",,55,3,"15,738",573,"175,502","150,056","1,169,580 ",2021-04-15,,,
Mauritania,"18,066",,452 ,,"17,428",,186,14,"3,808",95,"217,078","45,750","4,744,829 ",2021-04-15,,,
French Guiana,"17,883",,95 ,,"9,995",,"7,793",11,"58,688",312,"172,132","564,901","304,712 ",2021-04-15,,,
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,371",9,,,"9,704,736 ",2021-04-15,,,
Burkina Faso,"13,050",,154 ,,"12,689",,207,,611,7,"175,621","8,226","21,349,397 ",2021-04-15,,,
Haiti,"12,857",,251 ,,"11,614",,992,,"1,117",22,"60,085","5,220","11,511,413 ",2021-04-15,,,
Somalia,"12,837",,656 ,,"5,346",,"6,835",,791,40,"102,486","6,311","16,238,265 ",2021-04-15,,,
Guadeloupe,"12,717",,176 ,,"2,242",,"10,299",13,"31,778",440,"164,128","410,137","400,178 ",2021-04-15,,,
Andorra,"12,641",,121 ,,"11,989",,531,29,"163,401","1,564","193,595","2,502,456","77,362 ",2021-04-15,,,
Belize,"12,522",,318 ,,"12,140",,64,1,"31,051",789,"108,026","267,876","403,269 ",2021-04-15,,,
Mali,"12,467",,419 ,,"7,238",,"4,810",,602,20,"243,860","11,778","20,704,544 ",2021-04-15,,,
Togo,"12,214",,117 ,,"9,543",,"2,554",,"1,449",14,"294,824","34,973","8,430,002 ",2021-04-15,,,
Hong Kong,"11,619",+6,209 ,,"11,246",+9,164,6,"1,540",28,"11,193,673","1,483,647","7,544,701 ",2021-04-15,,,
Curaçao,"11,581",,78 ,,"7,666",,"3,837",22,"70,350",474,"86,747","526,953","164,620 ",2021-04-15,,,
Guyana,"11,374",,260 ,,"9,880",,"1,234",15,"14,406",329,"102,053","129,257","789,533 ",2021-04-15,,,
Lesotho,"10,709",,315 ,,"5,028",,"5,366",,"4,968",146,"71,629","33,230","2,155,574 ",2021-04-15,,,
South Sudan,"10,416",+11,114 ,,"10,148",,154,,922,10,"141,630","12,537","11,296,545 ",2021-04-15,,,
Djibouti,"10,275",+73,110 ,4.0,"8,745",+154,"1,420",,"10,283",110,"142,717","142,825","999,244 ",2021-04-15,,,
Aruba,"10,159",,92 ,,"9,573",,494,14,"94,836",859,"137,782","1,286,216","107,122 ",2021-04-15,,,
Congo,"10,084",,139 ,,"8,208",,"1,737",,"1,793",25,"92,500","16,448","5,623,929 ",2021-04-15,,,
Martinique,"9,890",,64 ,,98,,"9,728",24,"26,371",171,"140,946","375,820","375,036 ",2021-04-15,,,
Bahamas,"9,505",,190 ,,"8,965",,350,3,"23,991",480,"80,704","203,700","396,190 ",2021-04-15,,,
Suriname,"9,417",,184 ,,"8,725",,508,11,"15,941",311,"46,705","79,060","590,755 ",2021-04-15,,,
Papua New Guinea,"9,188",+204,82 ,11.0,846,,"8,260",,"1,012",9,"70,260","7,738","9,079,415 ",2021-04-15,,,
Trinidad and Tobago,"8,596",,148 ,,"7,818",,630,14,"6,127",105,"118,602","84,532","1,403,050 ",2021-04-15,,,
Benin,"7,611",,95 ,,"6,728",,788,35,615,8,"575,088","46,489","12,370,480 ",2021-04-15,,,
Equatorial Guinea,"7,259",,106 ,,"6,885",,268,11,"5,045",74,"116,266","80,809","1,438,775 ",2021-04-15,,,
Nicaragua,"6,778",,180  ,,"4,225",,"2,373",,"1,014",27,,,"6,686,300 ",2021-04-15,,,
Iceland,"6,279",+4,29 ,,"6,170",+7,80,2,"18,307",85,"567,748","1,655,329","342,982 ",2021-04-15,,,
Gambia,"5,682",,170 ,,"5,165",,347,3,"2,301",69,"60,533","24,512","2,469,496 ",2021-04-15,,,
CAR,"5,682",,75 ,,"5,112",,495,2,"1,161",15,"40,907","8,356","4,895,406 ",2021-04-15,,,
Yemen,"5,582",,"1,083 ",,"2,128",,"2,371",23,184,36,"22,934",756,"30,338,432 ",2021-04-15,,,
Cambodia,"5,218",+344,36 ,1.0,"2,319",+29,"2,863",,309,2,"788,973","46,685","16,900,093 ",2021-04-15,,,
Niger,"5,081",,189 ,,"4,760",,132,1,204,8,"93,751","3,767","24,886,024 ",2021-04-15,,,
San Marino,"5,010",+5,86 ,,"4,671",+47,253,7,"147,409","2,530","57,632","1,695,707","33,987 ",2021-04-15,,,
Chad,"4,662",,167 ,,"4,312",,183,,278,10,"110,863","6,602","16,792,515 ",2021-04-15,,,
Seychelles,"4,633",,25 ,,"4,310",,298,,"46,881",253,"21,504","217,597","98,825 ",2021-04-15,,,
Saint Lucia,"4,355",,64 ,,"4,208",+29,83,1,"23,632",347,"38,109","206,793","184,286 ",2021-04-15,,,
Gibraltar,"4,290",,94 ,,"4,181",,15,1,"127,364","2,791","222,091","6,593,564","33,683 ",2021-04-15,,,
Channel Islands,"4,053",,86 ,,"3,956",,11,1,"23,144",491,"399,901","2,283,583","175,120 ",2021-04-15,,,
Sierra Leone,"4,013",,79 ,,"2,832",,"1,102",,495,10,"118,332","14,602","8,103,627 ",2021-04-15,,,
Comoros,"3,803",,146 ,,"3,582",,75,,"4,302",165,,,"884,057 ",2021-04-15,,,
Barbados,"3,744",,44 ,,"3,634",,66,,"13,016",153,"146,728","510,089","287,652 ",2021-04-15,,,
Guinea-Bissau,"3,694",,66 ,,"3,093",,535,11,"1,843",33,"60,864","30,367","2,004,263 ",2021-04-15,,,
Eritrea,"3,479",,10 ,,"3,273",,196,,970,3,"23,693","6,609","3,584,844 ",2021-04-15,,,
Burundi,"3,333",,6 ,,773,,"2,554",,274,0.5,"90,019","7,399","12,166,138 ",2021-04-15,,,
Liechtenstein,"2,780",+10,56 ,,"2,657",+11,67,5,"72,748","1,465","32,252","843,984","38,214 ",2021-04-15,,,
Vietnam,"2,758",+25,35 ,,"2,445",,278,,28,0.4,"2,598,753","26,511","98,025,481 ",2021-04-15,,,
New Zealand,"2,591",+2,26 ,,"2,464",+2,101,,518,5,"1,959,282","391,692","5,002,100 ",2021-04-15,,,
Monaco,"2,384",,31 ,,"2,266",,87,6,"60,416",786,"51,953","1,316,599","39,460 ",2021-04-15,,,
Turks and Caicos,"2,367",+7,17 ,,"2,285",,65,2,"60,495",434,"42,008","1,073,632","39,127 ",2021-04-15,,,
Sao Tome and Principe,"2,269",,35 ,,"2,196",,38,,"10,205",157,"12,597","56,657","222,339 ",2021-04-15,,,
Sint Maarten,"2,199",+3,27 ,,"2,136",+3,36,1,"50,836",624,"25,304","584,969","43,257 ",2021-04-15,,,
Liberia,"2,042",,85 ,,"1,899",,58,2,396,17,"79,684","15,472","5,150,360 ",2021-04-15,,,
Bermuda,"1,935",,16 ,,"1,051",,868,41,"31,161",258,"219,837","3,540,219","62,097 ",2021-04-15,,,
St. Vincent Grenadines,"1,812",,10 ,,"1,677",,125,2,"16,292",90,"43,985","395,488","111,217 ",2021-04-15,,,
Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,210",306,"26,385","673,413","39,181 ",2021-04-15,,,
Isle of Man,"1,575",,29 ,,"1,445",,101,,"18,446",340,"44,761","524,219","85,386 ",2021-04-15,,,
Caribbean Netherlands,"1,526",,14 ,,"1,416",,96,,"57,772",530,"10,011","379,004","26,414 ",2021-04-15,,,
Antigua and Barbuda,"1,209",+8,31 ,,947,,231,4,"12,266",315,"16,493","167,331","98,565 ",2021-04-15,,,
Mauritius,"1,202",+1,15 ,,865,+24,322,,944,12,"358,675","281,661","1,273,428 ",2021-04-15,,,
Timor-Leste,"1,138",+35,2 ,,564,,572,,850,1,"54,468","40,707","1,338,060 ",2021-04-15,,,
Taiwan,"1,068",+1,11 ,,"1,031",+2,26,,45,0.5,"513,203","21,517","23,850,673 ",2021-04-15,,,
Bhutan,934,+5,1 ,,876,,57,,"1,200",1,"658,583","846,217","778,267 ",2021-04-15,,,
St. Barth,907,,1 ,,462,,444,,"91,607",101,"26,385","2,664,882","9,901 ",2021-04-15,,,
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-04-15,,,
Faeroe Islands,662,,1 ,,660,,1,,"13,508",20,"248,022","5,060,744","49,009 ",2021-04-15,,,
Cayman Islands,523,,2 ,,498,,23,,"7,885",30,"85,460","1,288,465","66,327 ",2021-04-15,,,
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,057,874 ",2021-04-15,,,
Wallis and Futuna,437,,5 ,,44,,388,3,"39,430",451,"10,663","962,104","11,083 ",2021-04-15,,,
Brunei ,221,,3 ,,206,,12,,501,7,"116,596","264,532","440,764 ",2021-04-15,,,
British Virgin Islands,178,,1 ,,159,,18,,"5,857",33,"13,223","435,125","30,389 ",2021-04-15,,,
Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,170","72,127 ",2021-04-15,,,
Grenada,155,,1 ,,152,,2,,"1,372",9,"23,989","212,418","112,933 ",2021-04-15,,,
New Caledonia,121,, ,,58,,63,,421,,"29,182","101,450","287,650 ",2021-04-15,,,
Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,701","901,543 ",2021-04-15,,,
Falkland Islands,62,, ,,55,,7,,"17,421",,"7,191","2,020,511","3,559 ",2021-04-15,,,
Laos,53,, ,,49,,4,,7,,"143,481","19,500","7,358,183 ",2021-04-15,,,
Macao,49,, ,,48,,1,,75,,"4,418","6,732","656,265 ",2021-04-15,,,
Saint Kitts and Nevis,44,, ,,44,,0,,823,,"12,381","231,447","53,494 ",2021-04-15,,,
Greenland,31,, ,,31,,0,,545,,"20,669","363,590","56,847 ",2021-04-15,,,
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-15,,,
Anguilla,25,, ,,22,,3,,"1,655",,"14,579","964,985","15,108 ",2021-04-15,,,
Saint Pierre Miquelon,24,, ,,24,,0,,"4,158",,"5,126","888,080","5,772 ",2021-04-15,,,
Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",2021-04-15,,,
Solomon Islands,19,, ,,18,,1,,27,,"4,500","6,428","700,011 ",2021-04-15,,,
Western Sahara,10,,1  ,,8,,1,,16,2,,,"608,784 ",2021-04-15,,,
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-04-15,,,
Marshall Islands,4,, ,,4,,0,,67,,,,"59,504 ",2021-04-15,,,
Samoa,3,, ,,2,,1,,15,,,,"199,449 ",2021-04-15,,,
Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,741 ",2021-04-15,,,
Micronesia,1,, ,,1,,0,,9,,,,"115,968 ",2021-04-15,,,
China,"90,457",+10,"4,636 ",,"85,524",+11,297,5,63,3,"160,000,000","111,163","1,439,323,776 ",2021-04-15,,,
USA,"32,229,561","+5,422","579,053 ",+60,"24,771,510",+530,"6,878,998","9,763","96,922","1,741","424,976,403","1,278,001","332,532,050 ",2021-04-16,,,
India,"14,495,906","+208,166","175,455 ","+1,120","12,649,179","+105,201","1,671,272","8,944","10,424",126,"263,476,625","189,459","1,390,679,153 ",2021-04-16,,,
Brazil,"13,758,093",,"365,954 ",,"12,236,295",,"1,155,844","8,318","64,366","1,712","28,600,000","133,802","213,749,436 ",2021-04-16,,,
France,"5,187,879",,"100,073 ",,"4,008,035",,"1,079,771","5,924","79,341","1,530","71,017,438","1,086,102","65,387,466 ",2021-04-16,,,
Russia,"4,684,148","+8,995","104,795 ",+397,"4,310,557","+9,109","268,796","2,300","32,087",718,"125,100,000","856,944","145,983,862 ",2021-04-16,,,
UK,"4,383,572","+2,596","127,225 ",+34,"4,118,832","+5,494","137,515",329,"64,306","1,866","140,944,028","2,067,627","68,167,060 ",2021-04-16,,,
Turkey,"4,086,957",,"35,031 ",,"3,535,040",,"516,886","3,080","48,052",412,"42,828,122","503,547","85,052,838 ",2021-04-16,,,
Italy,"3,842,079","+15,943","116,366 ",+429,"3,218,975","+18,779","506,738","3,366","63,619","1,927","54,532,594","902,983","60,391,595 ",2021-04-16,,,
Spain,"3,407,283","+10,598","76,981 ",+99,"3,129,234","+5,966","201,068","2,180","72,853","1,646","44,285,495","946,897","46,769,075 ",2021-04-16,,,
Germany,"3,109,266","+14,250","80,326 ",+185,"2,752,000","+15,900","276,940","4,662","37,017",956,"52,737,238","627,860","83,995,236 ",2021-04-16,,,
Poland,"2,660,088","+17,847","61,208 ",+595,"2,255,232","+16,594","343,648","3,425","70,347","1,619","13,335,088","352,651","37,813,871 ",2021-04-16,,,
Argentina,"2,629,156",,"58,925 ",,"2,300,232",,"269,999","3,900","57,756","1,294","9,903,405","217,551","45,522,155 ",2021-04-16,,,
Colombia,"2,602,719",,"67,199 ",,"2,432,061",,"103,459","4,299","50,726","1,310","13,616,060","265,371","51,309,459 ",2021-04-16,,,
Mexico,"2,295,435","+4,189","211,213 ",+401,"1,820,959","+3,093","263,263","4,798","17,657","1,625","6,355,381","48,888","129,998,266 ",2021-04-16,,,
Iran,"2,194,133","+25,261","66,008 ",+328,"1,761,497","+12,456","366,628","4,652","25,863",778,"14,165,771","166,975","84,837,813 ",2021-04-16,,,
Ukraine,"1,921,244","+17,479","39,096 ",+438,"1,465,820","+12,054","416,328",177,"44,140",898,"8,869,518","203,776","43,525,906 ",2021-04-16,,,
